ts,layer,side,pips
2025-03-05 16:42:00+00:00,1,short,
2025-03-05 16:43:00+00:00,1,short,
2025-03-05 16:44:00+00:00,1,short,
2025-03-05 16:45:00+00:00,1,short,
2025-03-05 16:46:00+00:00,1,short,
2025-03-05 16:47:00+00:00,1,short,
2025-03-05 16:48:00+00:00,1,short,
2025-03-05 16:49:00+00:00,1,short,
2025-03-05 16:50:00+00:00,1,short,
2025-03-05 16:51:00+00:00,1,short,
2025-03-05 16:52:00+00:00,1,short,
2025-03-05 16:53:00+00:00,1,short,
2025-03-05 16:54:00+00:00,1,short,
2025-03-05 16:55:00+00:00,1,short,
2025-03-05 16:56:00+00:00,1,short,
2025-03-05 16:57:00+00:00,1,short,
2025-03-05 16:58:00+00:00,1,short,
2025-03-06 07:57:00+00:00,1,long,6.380000000001385
2025-03-06 07:58:00+00:00,1,long,6.0833333333332185
2025-03-06 08:08:00+00:00,1,short,6.4433333333335785
2025-03-06 08:09:00+00:00,1,short,6.893333333333196
2025-03-06 08:10:00+00:00,1,short,7.209999999999717
2025-03-06 08:11:00+00:00,1,short,7.210000000000827
2025-03-06 09:10:00+00:00,1,long,6.709999999999772
2025-03-06 09:25:00+00:00,1,short,-10.000000000000009
2025-03-06 09:26:00+00:00,1,short,-10.000000000000009
2025-03-06 09:30:00+00:00,1,short,-10.000000000000009
2025-03-06 09:33:00+00:00,1,short,-10.000000000000009
2025-03-06 10:16:00+00:00,1,long,6.2866666666661075
2025-03-06 10:18:00+00:00,1,long,8.553333333334301
2025-03-06 10:19:00+00:00,1,long,6.390000000000562
2025-03-06 10:20:00+00:00,1,long,6.27666666666582
2025-03-06 10:21:00+00:00,1,long,6.920000000000259
2025-03-06 13:19:00+00:00,1,short,2.1999999999999797
2025-03-06 13:21:00+00:00,1,short,9.466666666667622
2025-03-06 13:25:00+00:00,1,short,6.59666666666614
2025-03-06 13:26:00+00:00,1,short,6.189999999999252
2025-03-06 13:52:00+00:00,1,short,8.270000000001332
2025-03-06 15:47:00+00:00,1,long,7.1466666666664125
2025-03-06 15:48:00+00:00,1,long,-2.500000000000835
2025-03-06 15:53:00+00:00,1,long,-1.4999999999998348
2025-03-06 15:57:00+00:00,1,long,-0.0999999999995449
2025-03-06 15:58:00+00:00,1,long,0.2999999999997449
2025-03-06 16:30:00+00:00,1,short,
2025-03-06 16:31:00+00:00,1,short,
2025-03-06 16:32:00+00:00,1,short,
2025-03-06 16:33:00+00:00,1,short,
2025-03-06 16:34:00+00:00,1,short,
2025-03-06 16:35:00+00:00,1,short,
2025-03-06 16:36:00+00:00,1,short,
2025-03-06 16:37:00+00:00,1,short,
2025-03-06 16:38:00+00:00,1,short,
2025-03-06 16:39:00+00:00,1,short,
2025-03-06 16:40:00+00:00,1,short,
2025-03-06 16:41:00+00:00,1,short,
2025-03-06 16:42:00+00:00,1,short,
2025-03-06 16:43:00+00:00,1,short,
2025-03-06 16:44:00+00:00,1,short,
2025-03-06 16:45:00+00:00,1,short,
2025-03-06 16:46:00+00:00,1,short,
2025-03-06 16:47:00+00:00,1,short,
2025-03-06 16:48:00+00:00,1,short,
2025-03-06 16:49:00+00:00,1,short,
2025-03-06 16:50:00+00:00,1,short,
2025-03-06 16:51:00+00:00,1,short,
2025-03-06 16:52:00+00:00,1,short,
2025-03-06 16:53:00+00:00,1,short,
2025-03-06 16:54:00+00:00,1,short,
2025-03-06 16:55:00+00:00,1,short,
2025-03-06 16:56:00+00:00,1,short,
2025-03-06 16:57:00+00:00,1,short,
2025-03-06 16:58:00+00:00,1,short,
2025-03-07 09:48:00+00:00,1,long,6.414000000000142
2025-03-07 11:08:00+00:00,1,long,0.2999999999997449
2025-03-07 11:09:00+00:00,1,long,1.100000000000545
2025-03-07 11:10:00+00:00,1,long,2.6999999999999247
2025-03-07 11:12:00+00:00,1,long,2.100000000000435
2025-03-07 11:13:00+00:00,1,long,-0.0999999999995449
2025-03-07 14:01:00+00:00,1,long,6.080000000000529
2025-03-07 14:47:00+00:00,1,long,7.646666666666357
2025-03-07 14:48:00+00:00,1,long,7.23666666666678
2025-03-07 14:52:00+00:00,1,long,-10.000000000000009
2025-03-07 14:53:00+00:00,1,long,-10.000000000000009
2025-03-07 14:54:00+00:00,1,long,-10.000000000000009
2025-03-07 14:57:00+00:00,1,long,-10.000000000000009
2025-03-07 14:58:00+00:00,1,long,-10.000000000000009
2025-03-07 14:59:00+00:00,1,long,-10.000000000000009
2025-03-07 15:00:00+00:00,1,long,-10.000000000000009
2025-03-07 15:01:00+00:00,1,long,-10.000000000000009
2025-03-07 15:02:00+00:00,1,long,-10.000000000000009
2025-03-07 15:03:00+00:00,1,long,-10.000000000000009
2025-03-07 15:05:00+00:00,1,long,3.4999999999996145
2025-03-07 15:06:00+00:00,1,long,2.2999999999995246
2025-03-07 15:07:00+00:00,1,long,1.0999999999994348
2025-03-07 15:08:00+00:00,1,long,3.3000000000005247
2025-03-07 15:09:00+00:00,1,long,4.700000000000815
2025-03-07 15:10:00+00:00,1,long,4.300000000000415
2025-03-07 15:11:00+00:00,1,long,6.066666666666443
2025-03-07 15:53:00+00:00,1,short,7.944000000000839
2025-03-07 16:13:00+00:00,1,long,6.342666666666608
2025-03-07 16:14:00+00:00,1,long,5.99666666666776
2025-03-07 16:15:00+00:00,1,long,5.939999999999834
2025-03-07 16:30:00+00:00,1,long,7.0266666666662925
2025-03-10 07:19:00+00:00,1,long,6.133666666665594
2025-03-10 07:53:00+00:00,1,long,8.594000000000657
2025-03-10 08:37:00+00:00,1,long,7.967333333332993
2025-03-10 10:47:00+00:00,1,long,6.127666666666531
2025-03-10 10:48:00+00:00,1,long,6.474333333332805
2025-03-10 10:49:00+00:00,1,long,7.064333333334227
2025-03-10 10:50:00+00:00,1,long,6.914333333333245
2025-03-10 10:51:00+00:00,1,long,6.717666666667954
2025-03-10 11:04:00+00:00,1,long,14.684333333333521
2025-03-10 11:11:00+00:00,1,long,6.865999999999817
2025-03-10 11:13:00+00:00,1,long,7.529333333333721
2025-03-10 11:14:00+00:00,1,long,6.229333333332976
2025-03-10 12:46:00+00:00,1,long,-3.4199999999995345
2025-03-10 14:08:00+00:00,1,short,7.560000000000899
2025-03-10 14:09:00+00:00,1,short,10.379999999998724
2025-03-10 14:10:00+00:00,1,short,10.183333333333433
2025-03-10 14:11:00+00:00,1,short,10.940000000000394
2025-03-10 14:12:00+00:00,1,short,7.603333333332518
2025-03-10 14:13:00+00:00,1,short,8.723333333332528
2025-03-10 14:14:00+00:00,1,short,7.363333333334499
2025-03-10 14:15:00+00:00,1,short,6.376666666666475
2025-03-10 15:17:00+00:00,1,long,6.855666666666371
2025-03-10 15:18:00+00:00,1,long,6.075666666666146
2025-03-10 15:59:00+00:00,1,short,6.50699999999893
2025-03-10 16:00:00+00:00,1,short,6.883666666666066
2025-03-10 16:01:00+00:00,1,short,-4.1999999999997595
2025-03-10 16:17:00+00:00,1,short,-1.300000000000745
2025-03-10 16:30:00+00:00,1,short,
2025-03-10 16:31:00+00:00,1,short,
2025-03-10 16:32:00+00:00,1,short,
2025-03-10 16:33:00+00:00,1,short,
2025-03-10 16:34:00+00:00,1,short,
2025-03-10 16:35:00+00:00,1,short,
2025-03-10 16:36:00+00:00,1,short,
2025-03-10 16:37:00+00:00,1,short,
2025-03-10 16:38:00+00:00,1,short,
2025-03-10 16:39:00+00:00,1,short,
2025-03-10 16:40:00+00:00,1,short,
2025-03-10 16:41:00+00:00,1,short,
2025-03-10 16:42:00+00:00,1,short,
2025-03-10 16:43:00+00:00,1,short,
2025-03-10 16:44:00+00:00,1,short,
2025-03-10 16:45:00+00:00,1,short,
2025-03-10 16:46:00+00:00,1,short,
2025-03-10 16:47:00+00:00,1,short,
2025-03-10 16:48:00+00:00,1,short,
2025-03-10 16:49:00+00:00,1,short,
2025-03-10 16:50:00+00:00,1,short,
2025-03-10 16:51:00+00:00,1,short,
2025-03-10 16:52:00+00:00,1,short,
2025-03-10 16:53:00+00:00,1,short,
2025-03-10 16:54:00+00:00,1,short,
2025-03-10 16:55:00+00:00,1,short,
2025-03-10 16:56:00+00:00,1,short,
2025-03-10 16:57:00+00:00,1,short,
2025-03-10 16:58:00+00:00,1,short,
2025-03-11 10:04:00+00:00,1,long,-7.000000000000339
2025-03-11 10:05:00+00:00,1,long,-10.000000000000009
2025-03-11 10:06:00+00:00,1,long,-4.899999999999904
2025-03-11 10:07:00+00:00,1,long,-4.6000000000001595
2025-03-11 10:08:00+00:00,1,long,-2.3999999999990695
2025-03-11 10:10:00+00:00,1,long,-3.2999999999994145
2025-03-11 10:11:00+00:00,1,long,-2.4999999999997247
2025-03-11 10:12:00+00:00,1,long,-1.40000000000029
2025-03-11 10:13:00+00:00,1,long,-1.4999999999998348
2025-03-11 10:14:00+00:00,1,long,-2.3500000000009624
2025-03-11 10:17:00+00:00,1,long,1.40000000000029
2025-03-11 10:18:00+00:00,1,long,2.9999999999996696
2025-03-11 10:19:00+00:00,1,long,4.899999999999904
2025-03-11 10:20:00+00:00,1,long,5.899999999999794
2025-03-11 10:21:00+00:00,1,long,5.600000000000049
2025-03-11 10:22:00+00:00,1,long,4.699999999999704
2025-03-11 10:23:00+00:00,1,long,6.338333333333335
2025-03-11 12:29:00+00:00,1,long,6.4833333333336185
2025-03-11 12:30:00+00:00,1,long,6.183333333333874
2025-03-11 12:34:00+00:00,1,long,6.593333333333451
2025-03-11 14:12:00+00:00,1,long,6.366999999999345
2025-03-11 14:13:00+00:00,1,long,6.3836666666672315
2025-03-11 16:30:00+00:00,1,short,
2025-03-11 16:31:00+00:00,1,short,
2025-03-11 16:32:00+00:00,1,short,
2025-03-11 16:33:00+00:00,1,short,
2025-03-11 16:34:00+00:00,1,short,
2025-03-11 16:35:00+00:00,1,short,
2025-03-11 16:36:00+00:00,1,short,
2025-03-11 16:37:00+00:00,1,short,
2025-03-11 16:38:00+00:00,1,short,
2025-03-11 16:39:00+00:00,1,short,
2025-03-11 16:40:00+00:00,1,short,
2025-03-11 16:41:00+00:00,1,short,
2025-03-11 16:42:00+00:00,1,short,
2025-03-11 16:43:00+00:00,1,short,
2025-03-11 16:44:00+00:00,1,short,
2025-03-11 16:45:00+00:00,1,short,
2025-03-11 16:46:00+00:00,1,short,
2025-03-11 16:47:00+00:00,1,short,
2025-03-11 16:48:00+00:00,1,short,
2025-03-11 16:49:00+00:00,1,short,
2025-03-11 16:50:00+00:00,1,short,
2025-03-11 16:51:00+00:00,1,short,
2025-03-11 16:52:00+00:00,1,short,
2025-03-11 16:53:00+00:00,1,short,
2025-03-11 16:54:00+00:00,1,short,
2025-03-11 16:55:00+00:00,1,short,
2025-03-11 16:56:00+00:00,1,short,
2025-03-11 16:57:00+00:00,1,short,
2025-03-11 16:58:00+00:00,1,short,
2025-03-12 11:20:00+00:00,1,long,-1.7000000000000348
2025-03-12 11:21:00+00:00,1,long,-1.80000000000069
2025-03-12 11:26:00+00:00,1,long,-0.40000000000040004
2025-03-12 11:30:00+00:00,1,long,-0.2999999999997449
2025-03-12 11:31:00+00:00,1,long,1.2000000000000899
2025-03-12 11:40:00+00:00,1,long,6.223333333332803
2025-03-12 12:10:00+00:00,1,long,-10.000000000000009
2025-03-12 12:12:00+00:00,1,long,-10.000000000000009
2025-03-12 12:13:00+00:00,1,long,-10.000000000000009
2025-03-12 12:14:00+00:00,1,long,-10.000000000000009
2025-03-12 12:15:00+00:00,1,long,9.283333333333088
2025-03-12 12:16:00+00:00,1,long,-10.000000000000009
2025-03-12 12:17:00+00:00,1,long,-10.000000000000009
2025-03-12 12:18:00+00:00,1,long,-10.000000000000009
2025-03-12 12:29:00+00:00,1,long,7.559999999999789
2025-03-12 12:54:00+00:00,1,long,6.490000000000107
2025-03-12 12:58:00+00:00,1,long,6.829999999999892
2025-03-12 12:59:00+00:00,1,long,6.6033333333337385
2025-03-12 13:00:00+00:00,1,long,7.333333333333636
2025-03-12 13:01:00+00:00,1,long,6.173333333332476
2025-03-12 13:48:00+00:00,1,short,-3.1000000000003247
2025-03-12 14:04:00+00:00,1,short,-6.900000000000794
2025-03-12 14:26:00+00:00,1,short,-5.1000000000001044
2025-03-12 14:27:00+00:00,1,short,-4.500000000000615
2025-03-12 14:28:00+00:00,1,short,-4.100000000000215
2025-03-12 14:35:00+00:00,1,short,-1.9000000000002348
2025-03-12 14:45:00+00:00,1,short,0.40000000000040004
2025-03-12 16:17:00+00:00,1,long,-7.300000000000084
2025-03-12 16:19:00+00:00,1,long,-7.800000000000029
2025-03-12 16:20:00+00:00,1,long,-5.3000000000003045
2025-03-12 16:21:00+00:00,1,long,-6.099999999999994
2025-03-12 16:22:00+00:00,1,long,-4.3999999999999595
2025-03-12 16:23:00+00:00,1,long,-4.300000000000415
2025-03-12 16:30:00+00:00,1,short,
2025-03-12 16:31:00+00:00,1,short,
2025-03-12 16:32:00+00:00,1,short,
2025-03-12 16:33:00+00:00,1,short,
2025-03-12 16:34:00+00:00,1,short,
2025-03-12 16:35:00+00:00,1,short,
2025-03-12 16:36:00+00:00,1,short,
2025-03-12 16:37:00+00:00,1,short,
2025-03-12 16:38:00+00:00,1,short,
2025-03-12 16:39:00+00:00,1,short,
2025-03-12 16:40:00+00:00,1,short,
2025-03-12 16:41:00+00:00,1,short,
2025-03-12 16:42:00+00:00,1,short,
2025-03-12 16:43:00+00:00,1,short,
2025-03-12 16:44:00+00:00,1,short,
2025-03-12 16:45:00+00:00,1,short,
2025-03-12 16:46:00+00:00,1,short,
2025-03-12 16:47:00+00:00,1,short,
2025-03-12 16:48:00+00:00,1,short,
2025-03-12 16:49:00+00:00,1,short,
2025-03-12 16:50:00+00:00,1,short,
2025-03-12 16:51:00+00:00,1,short,
2025-03-12 16:52:00+00:00,1,short,
2025-03-12 16:53:00+00:00,1,short,
2025-03-12 16:54:00+00:00,1,short,
2025-03-12 16:55:00+00:00,1,short,
2025-03-12 16:56:00+00:00,1,short,
2025-03-12 16:57:00+00:00,1,short,
2025-03-12 16:58:00+00:00,1,short,
2025-03-13 07:43:00+00:00,1,long,7.599999999999829
2025-03-13 12:08:00+00:00,1,long,-10.000000000000009
2025-03-13 12:09:00+00:00,1,long,-10.000000000000009
2025-03-13 12:17:00+00:00,1,long,-10.000000000000009
2025-03-13 12:18:00+00:00,1,long,-10.000000000000009
2025-03-13 12:19:00+00:00,1,long,-10.000000000000009
2025-03-13 12:21:00+00:00,1,long,-10.000000000000009
2025-03-13 12:44:00+00:00,1,long,-1.9999999999997797
2025-03-13 12:45:00+00:00,1,long,-1.7000000000000348
2025-03-13 12:46:00+00:00,1,long,-0.3999999999992898
2025-03-13 12:47:00+00:00,1,long,0.49999999999994493
2025-03-13 12:48:00+00:00,1,long,-0.8999999999992347
2025-03-13 12:51:00+00:00,1,long,5.9233333333330584
2025-03-13 13:31:00+00:00,1,short,-1.9999999999997797
2025-03-13 13:33:00+00:00,1,short,-2.7999999999994696
2025-03-13 13:36:00+00:00,1,short,6.079999999999419
2025-03-13 13:37:00+00:00,1,short,5.91666666666657
2025-03-13 14:15:00+00:00,1,short,5.91833333333458
2025-03-13 15:11:00+00:00,1,short,6.073333333335151
2025-03-13 15:47:00+00:00,1,short,6.048999999999083
2025-03-13 16:30:00+00:00,1,short,
2025-03-13 16:31:00+00:00,1,short,
2025-03-13 16:32:00+00:00,1,short,
2025-03-13 16:33:00+00:00,1,short,
2025-03-13 16:34:00+00:00,1,short,
2025-03-13 16:35:00+00:00,1,short,
2025-03-13 16:36:00+00:00,1,short,
2025-03-13 16:37:00+00:00,1,short,
2025-03-13 16:38:00+00:00,1,short,
2025-03-13 16:39:00+00:00,1,short,
2025-03-13 16:40:00+00:00,1,short,
2025-03-13 16:41:00+00:00,1,short,
2025-03-13 16:42:00+00:00,1,short,
2025-03-13 16:43:00+00:00,1,short,
2025-03-13 16:44:00+00:00,1,short,
2025-03-13 16:45:00+00:00,1,short,
2025-03-13 16:46:00+00:00,1,short,
2025-03-13 16:47:00+00:00,1,short,
2025-03-13 16:48:00+00:00,1,short,
2025-03-13 16:49:00+00:00,1,short,
2025-03-13 16:50:00+00:00,1,short,
2025-03-13 16:51:00+00:00,1,short,
2025-03-13 16:52:00+00:00,1,short,
2025-03-13 16:53:00+00:00,1,short,
2025-03-13 16:54:00+00:00,1,short,
2025-03-13 16:55:00+00:00,1,short,
2025-03-13 16:56:00+00:00,1,short,
2025-03-13 16:57:00+00:00,1,short,
2025-03-13 16:58:00+00:00,1,short,
2025-03-14 12:57:00+00:00,1,long,0.49999999999994493
2025-03-14 13:46:00+00:00,1,long,-10.000000000000009
2025-03-14 13:47:00+00:00,1,long,-10.000000000000009
2025-03-14 13:48:00+00:00,1,long,0.49999999999994493
2025-03-14 13:49:00+00:00,1,long,1.5999999999993797
2025-03-14 13:50:00+00:00,1,long,5.9000000000009045
2025-03-14 13:51:00+00:00,1,long,-10.000000000000009
2025-03-14 13:52:00+00:00,1,long,-10.000000000000009
2025-03-14 13:53:00+00:00,1,long,0.8999999999992347
2025-03-14 13:54:00+00:00,1,long,-0.700000000000145
2025-03-14 13:55:00+00:00,1,long,2.4999999999997247
2025-03-14 13:56:00+00:00,1,long,5.5000000000005045
2025-03-14 13:57:00+00:00,1,long,6.700000000000594
2025-03-14 13:58:00+00:00,1,long,7.409999999999917
2025-03-14 13:59:00+00:00,1,long,9.700000000000264
2025-03-17 14:04:00+00:00,1,short,1.7000000000000348
2025-03-17 14:05:00+00:00,1,short,-0.20000000000020002
2025-03-17 14:06:00+00:00,1,short,-0.7999999999996898
2025-03-17 14:07:00+00:00,1,short,-0.40000000000040004
2025-03-17 14:08:00+00:00,1,short,-1.000000000001
2025-03-17 16:30:00+00:00,1,short,
2025-03-17 16:31:00+00:00,1,short,
2025-03-17 16:32:00+00:00,1,short,
2025-03-17 16:33:00+00:00,1,short,
2025-03-17 16:34:00+00:00,1,short,
2025-03-17 16:35:00+00:00,1,short,
2025-03-17 16:36:00+00:00,1,short,
2025-03-17 16:37:00+00:00,1,short,
2025-03-17 16:38:00+00:00,1,short,
2025-03-17 16:39:00+00:00,1,short,
2025-03-17 16:40:00+00:00,1,short,
2025-03-17 16:41:00+00:00,1,short,
2025-03-17 16:42:00+00:00,1,short,
2025-03-17 16:43:00+00:00,1,short,
2025-03-17 16:44:00+00:00,1,short,
2025-03-17 16:45:00+00:00,1,short,
2025-03-17 16:46:00+00:00,1,short,
2025-03-17 16:47:00+00:00,1,short,
2025-03-17 16:48:00+00:00,1,short,
2025-03-17 16:49:00+00:00,1,short,
2025-03-17 16:50:00+00:00,1,short,
2025-03-17 16:51:00+00:00,1,short,
2025-03-17 16:52:00+00:00,1,short,
2025-03-17 16:53:00+00:00,1,short,
2025-03-17 16:54:00+00:00,1,short,
2025-03-17 16:55:00+00:00,1,short,
2025-03-17 16:56:00+00:00,1,short,
2025-03-17 16:57:00+00:00,1,short,
2025-03-17 16:58:00+00:00,1,short,
2025-03-18 12:37:00+00:00,1,long,5.099999999998994
2025-03-18 12:38:00+00:00,1,long,7.000000000000339
2025-03-18 12:46:00+00:00,1,long,5.883333333334129
2025-03-18 14:01:00+00:00,1,long,6.28466666666716
2025-03-18 14:14:00+00:00,1,long,5.9713333333333285
2025-03-18 14:15:00+00:00,1,long,6.787999999999794
2025-03-18 14:16:00+00:00,1,long,6.388000000000504
2025-03-18 14:17:00+00:00,1,long,6.268000000000384
2025-03-18 15:39:00+00:00,1,short,-0.0
2025-03-18 15:42:00+00:00,1,short,6.159999999999499
2025-03-18 15:47:00+00:00,1,short,6.853666666667424
2025-03-18 15:48:00+00:00,1,short,5.850333333333735
2025-03-18 16:30:00+00:00,1,short,
2025-03-18 16:31:00+00:00,1,short,
2025-03-18 16:32:00+00:00,1,short,
2025-03-18 16:33:00+00:00,1,short,
2025-03-18 16:34:00+00:00,1,short,
2025-03-18 16:35:00+00:00,1,short,
2025-03-18 16:36:00+00:00,1,short,
2025-03-18 16:37:00+00:00,1,short,
2025-03-18 16:38:00+00:00,1,short,
2025-03-18 16:39:00+00:00,1,short,
2025-03-18 16:40:00+00:00,1,short,
2025-03-18 16:41:00+00:00,1,short,
2025-03-18 16:42:00+00:00,1,short,
2025-03-18 16:43:00+00:00,1,short,
2025-03-18 16:44:00+00:00,1,short,
2025-03-18 16:45:00+00:00,1,short,
2025-03-18 16:46:00+00:00,1,short,
2025-03-18 16:47:00+00:00,1,short,
2025-03-18 16:48:00+00:00,1,short,
2025-03-18 16:49:00+00:00,1,short,
2025-03-18 16:50:00+00:00,1,short,
2025-03-18 16:51:00+00:00,1,short,
2025-03-18 16:52:00+00:00,1,short,
2025-03-18 16:53:00+00:00,1,short,
2025-03-18 16:54:00+00:00,1,short,
2025-03-18 16:55:00+00:00,1,short,
2025-03-18 16:56:00+00:00,1,short,
2025-03-18 16:57:00+00:00,1,short,
2025-03-18 16:58:00+00:00,1,short,
2025-03-19 07:14:00+00:00,1,long,-10.000000000000009
2025-03-19 07:15:00+00:00,1,long,-10.000000000000009
2025-03-19 07:16:00+00:00,1,long,-10.000000000000009
2025-03-19 07:17:00+00:00,1,long,-10.000000000000009
2025-03-19 07:18:00+00:00,1,long,-10.000000000000009
2025-03-19 07:19:00+00:00,1,long,-10.000000000000009
2025-03-19 07:20:00+00:00,1,long,-10.000000000000009
2025-03-19 07:21:00+00:00,1,long,-10.000000000000009
2025-03-19 07:23:00+00:00,1,long,-10.000000000000009
2025-03-19 07:24:00+00:00,1,long,-10.000000000000009
2025-03-19 07:25:00+00:00,1,long,-10.000000000000009
2025-03-19 07:50:00+00:00,1,long,6.428333333333702
2025-03-19 08:06:00+00:00,1,short,6.209999999999827
2025-03-19 08:07:00+00:00,1,short,6.846666666666668
2025-03-19 16:30:00+00:00,1,short,
2025-03-19 16:31:00+00:00,1,short,
