ts,layer,side,pips
2025-03-19 16:32:00+00:00,1,short,
2025-03-19 16:33:00+00:00,1,short,
2025-03-19 16:34:00+00:00,1,short,
2025-03-19 16:35:00+00:00,1,short,
2025-03-19 16:36:00+00:00,1,short,
2025-03-19 16:37:00+00:00,1,short,
2025-03-19 16:38:00+00:00,1,short,
2025-03-19 16:39:00+00:00,1,short,
2025-03-19 16:40:00+00:00,1,short,
2025-03-19 16:41:00+00:00,1,short,
2025-03-19 16:42:00+00:00,1,short,
2025-03-19 16:43:00+00:00,1,short,
2025-03-19 16:44:00+00:00,1,short,
2025-03-19 16:45:00+00:00,1,short,
2025-03-19 16:46:00+00:00,1,short,
2025-03-19 16:47:00+00:00,1,short,
2025-03-19 16:48:00+00:00,1,short,
2025-03-19 16:49:00+00:00,1,short,
2025-03-19 16:50:00+00:00,1,short,
2025-03-19 16:51:00+00:00,1,short,
2025-03-19 16:52:00+00:00,1,short,
2025-03-19 16:53:00+00:00,1,short,
2025-03-19 16:54:00+00:00,1,short,
2025-03-19 16:55:00+00:00,1,short,
2025-03-19 16:56:00+00:00,1,short,
2025-03-19 16:57:00+00:00,1,short,
2025-03-19 16:58:00+00:00,1,short,
2025-03-20 08:27:00+00:00,1,long,6.373333333333786
2025-03-20 11:16:00+00:00,1,long,1.2000000000000899
2025-03-20 13:55:00+00:00,1,long,6.323333333334569
2025-03-20 13:56:00+00:00,1,long,6.619999999999404
2025-03-20 15:26:00+00:00,1,short,0.3999999999992898
2025-03-20 16:30:00+00:00,1,short,
2025-03-20 16:31:00+00:00,1,short,
2025-03-20 16:32:00+00:00,1,short,
2025-03-20 16:33:00+00:00,1,short,
2025-03-20 16:34:00+00:00,1,short,
2025-03-20 16:35:00+00:00,1,short,
2025-03-20 16:36:00+00:00,1,short,
2025-03-20 16:37:00+00:00,1,short,
2025-03-20 16:38:00+00:00,1,short,
2025-03-20 16:39:00+00:00,1,short,
2025-03-20 16:40:00+00:00,1,short,
2025-03-20 16:41:00+00:00,1,short,
2025-03-20 16:42:00+00:00,1,short,
2025-03-20 16:43:00+00:00,1,short,
2025-03-20 16:44:00+00:00,1,short,
2025-03-20 16:45:00+00:00,1,short,
2025-03-20 16:46:00+00:00,1,short,
2025-03-20 16:47:00+00:00,1,short,
2025-03-20 16:49:00+00:00,1,short,
2025-03-20 16:50:00+00:00,1,short,
2025-03-20 16:51:00+00:00,1,short,
2025-03-20 16:52:00+00:00,1,short,
2025-03-20 16:53:00+00:00,1,short,
2025-03-20 16:54:00+00:00,1,short,
2025-03-20 16:55:00+00:00,1,short,
2025-03-20 16:56:00+00:00,1,short,
2025-03-20 16:57:00+00:00,1,short,
2025-03-20 16:58:00+00:00,1,short,
2025-03-20 16:59:00+00:00,1,short,
2025-03-21 08:10:00+00:00,1,long,5.93433333333282
2025-03-24 08:15:00+00:00,1,short,6.727333333332863
2025-03-24 08:25:00+00:00,1,short,6.089000000000233
2025-03-24 08:27:00+00:00,1,short,6.553333333333411
2025-03-24 08:28:00+00:00,1,short,6.394666666666993
2025-03-24 08:29:00+00:00,1,short,6.018000000000967
2025-03-24 08:40:00+00:00,1,long,8.25733333333356
2025-03-24 08:46:00+00:00,1,long,7.827333333332298
2025-03-24 09:36:00+00:00,1,long,-0.5999999999994898
2025-03-24 09:37:00+00:00,1,long,0.49999999999994493
2025-03-24 09:38:00+00:00,1,long,-0.2999999999997449
2025-03-24 10:31:00+00:00,1,short,6.305000000000893
2025-03-24 13:50:00+00:00,1,long,-10.000000000000009
2025-03-24 13:51:00+00:00,1,long,-10.000000000000009
2025-03-24 13:59:00+00:00,1,long,-10.000000000000009
2025-03-24 14:02:00+00:00,1,long,-10.000000000000009
2025-03-24 14:04:00+00:00,1,long,-10.000000000000009
2025-03-24 14:05:00+00:00,1,long,9.706666666666752
2025-03-24 14:07:00+00:00,1,long,8.980000000000654
2025-03-24 14:08:00+00:00,1,long,-10.000000000000009
2025-03-24 14:09:00+00:00,1,long,7.1433333333337234
2025-03-24 14:10:00+00:00,1,long,7.826666666665982
2025-03-24 14:11:00+00:00,1,long,6.910000000001082
2025-03-24 14:13:00+00:00,1,long,7.3066666666665725
2025-03-24 14:24:00+00:00,1,short,6.863333333333443
2025-03-24 14:25:00+00:00,1,short,6.306666666666683
2025-03-24 14:26:00+00:00,1,short,6.136666666667345
2025-03-24 16:30:00+00:00,1,short,
2025-03-24 16:31:00+00:00,1,short,
2025-03-24 16:32:00+00:00,1,short,
2025-03-24 16:33:00+00:00,1,short,
2025-03-24 16:34:00+00:00,1,short,
2025-03-24 16:35:00+00:00,1,short,
2025-03-24 16:36:00+00:00,1,short,
2025-03-24 16:37:00+00:00,1,short,
2025-03-24 16:38:00+00:00,1,short,
2025-03-24 16:39:00+00:00,1,short,
2025-03-24 16:40:00+00:00,1,short,
2025-03-24 16:41:00+00:00,1,short,
2025-03-24 16:42:00+00:00,1,short,
2025-03-24 16:43:00+00:00,1,short,
2025-03-24 16:44:00+00:00,1,short,
2025-03-24 16:45:00+00:00,1,short,
2025-03-24 16:46:00+00:00,1,short,
2025-03-24 16:47:00+00:00,1,short,
2025-03-24 16:48:00+00:00,1,short,
2025-03-24 16:49:00+00:00,1,short,
2025-03-24 16:50:00+00:00,1,short,
2025-03-24 16:51:00+00:00,1,short,
2025-03-24 16:52:00+00:00,1,short,
2025-03-24 16:53:00+00:00,1,short,
2025-03-24 16:54:00+00:00,1,short,
2025-03-24 16:55:00+00:00,1,short,
2025-03-24 16:56:00+00:00,1,short,
2025-03-24 16:57:00+00:00,1,short,
2025-03-24 16:58:00+00:00,1,short,
2025-03-25 07:46:00+00:00,1,long,9.740000000000304
2025-03-25 08:14:00+00:00,1,long,8.284333333333782
2025-03-25 11:43:00+00:00,1,long,6.369999999999987
2025-03-25 12:28:00+00:00,1,long,6.148000000000264
2025-03-25 15:10:00+00:00,1,long,5.911000000000666
2025-03-25 15:39:00+00:00,1,long,2.6999999999999247
2025-03-25 15:45:00+00:00,1,long,2.80000000000058
2025-03-25 15:52:00+00:00,1,long,1.2000000000000899
2025-03-25 15:53:00+00:00,1,long,1.9000000000002348
2025-03-25 15:54:00+00:00,1,long,1.9000000000002348
2025-03-25 15:57:00+00:00,1,long,6.1233333333332585
2025-03-25 16:30:00+00:00,1,short,
2025-03-25 16:31:00+00:00,1,short,
2025-03-25 16:32:00+00:00,1,short,
2025-03-25 16:33:00+00:00,1,short,
2025-03-25 16:34:00+00:00,1,short,
2025-03-25 16:35:00+00:00,1,short,
2025-03-25 16:36:00+00:00,1,short,
2025-03-25 16:37:00+00:00,1,short,
2025-03-25 16:38:00+00:00,1,short,
2025-03-25 16:39:00+00:00,1,short,
2025-03-25 16:40:00+00:00,1,short,
2025-03-25 16:41:00+00:00,1,short,
2025-03-25 16:42:00+00:00,1,short,
2025-03-25 16:43:00+00:00,1,short,
2025-03-25 16:44:00+00:00,1,short,
2025-03-25 16:45:00+00:00,1,short,
2025-03-25 16:46:00+00:00,1,short,
2025-03-25 16:47:00+00:00,1,short,
2025-03-25 16:48:00+00:00,1,short,
2025-03-25 16:49:00+00:00,1,short,
2025-03-25 16:50:00+00:00,1,short,
2025-03-25 16:51:00+00:00,1,short,
2025-03-25 16:52:00+00:00,1,short,
2025-03-25 16:53:00+00:00,1,short,
2025-03-25 16:54:00+00:00,1,short,
2025-03-25 16:55:00+00:00,1,short,
2025-03-25 16:56:00+00:00,1,short,
2025-03-25 16:57:00+00:00,1,short,
2025-03-25 16:58:00+00:00,1,short,
2025-03-26 07:05:00+00:00,1,short,5.997333333331856
2025-03-26 09:01:00+00:00,1,long,5.986666666666363
2025-03-26 09:16:00+00:00,1,long,7.513333333334371
2025-03-26 09:49:00+00:00,1,long,10.323333333334128
2025-03-26 09:51:00+00:00,1,long,5.866666666667353
2025-03-26 13:15:00+00:00,1,long,7.193333333334051
2025-03-26 16:30:00+00:00,1,short,
2025-03-26 16:31:00+00:00,1,short,
2025-03-26 16:32:00+00:00,1,short,
2025-03-26 16:33:00+00:00,1,short,
2025-03-26 16:34:00+00:00,1,short,
2025-03-26 16:35:00+00:00,1,short,
2025-03-26 16:36:00+00:00,1,short,
2025-03-26 16:37:00+00:00,1,short,
2025-03-26 16:38:00+00:00,1,short,
2025-03-26 16:39:00+00:00,1,short,
2025-03-26 16:40:00+00:00,1,short,
2025-03-26 16:41:00+00:00,1,short,
2025-03-26 16:42:00+00:00,1,short,
2025-03-26 16:43:00+00:00,1,short,
2025-03-26 16:44:00+00:00,1,short,
2025-03-26 16:45:00+00:00,1,short,
2025-03-26 16:46:00+00:00,1,short,
2025-03-26 16:47:00+00:00,1,short,
2025-03-26 16:48:00+00:00,1,short,
2025-03-26 16:49:00+00:00,1,short,
2025-03-26 16:50:00+00:00,1,short,
2025-03-26 16:51:00+00:00,1,short,
2025-03-26 16:52:00+00:00,1,short,
2025-03-26 16:53:00+00:00,1,short,
2025-03-26 16:54:00+00:00,1,short,
2025-03-26 16:55:00+00:00,1,short,
2025-03-26 16:56:00+00:00,1,short,
2025-03-26 16:57:00+00:00,1,short,
2025-03-26 16:58:00+00:00,1,short,
2025-03-27 11:07:00+00:00,1,short,6.346666666666723
2025-03-27 11:08:00+00:00,1,short,6.979999999999764
2025-03-27 12:30:00+00:00,1,long,6.433333333332181
2025-03-27 16:30:00+00:00,1,short,
2025-03-27 16:31:00+00:00,1,short,
2025-03-27 16:32:00+00:00,1,short,
2025-03-27 16:33:00+00:00,1,short,
2025-03-27 16:34:00+00:00,1,short,
2025-03-27 16:35:00+00:00,1,short,
2025-03-27 16:36:00+00:00,1,short,
2025-03-27 16:37:00+00:00,1,short,
2025-03-27 16:38:00+00:00,1,short,
2025-03-27 16:39:00+00:00,1,short,
2025-03-27 16:40:00+00:00,1,short,
2025-03-27 16:41:00+00:00,1,short,
2025-03-27 16:42:00+00:00,1,short,
2025-03-27 16:43:00+00:00,1,short,
2025-03-27 16:44:00+00:00,1,short,
2025-03-27 16:45:00+00:00,1,short,
2025-03-27 16:46:00+00:00,1,short,
2025-03-27 16:47:00+00:00,1,short,
2025-03-27 16:48:00+00:00,1,short,
2025-03-27 16:49:00+00:00,1,short,
2025-03-27 16:50:00+00:00,1,short,
2025-03-27 16:51:00+00:00,1,short,
2025-03-27 16:52:00+00:00,1,short,
2025-03-27 16:53:00+00:00,1,short,
2025-03-27 16:54:00+00:00,1,short,
2025-03-27 16:55:00+00:00,1,short,
2025-03-27 16:56:00+00:00,1,short,
2025-03-27 16:57:00+00:00,1,short,
2025-03-27 16:58:00+00:00,1,short,
2025-03-28 08:19:00+00:00,1,long,5.859999999999754
2025-03-28 09:33:00+00:00,1,long,2.60000000000038
2025-03-28 09:34:00+00:00,1,long,3.5999999999991594
2025-03-28 09:35:00+00:00,1,long,4.100000000000215
2025-03-28 13:08:00+00:00,1,short,6.063333333332643
2025-03-31 07:19:00+01:00,1,long,8.606666666666207
2025-03-31 07:46:00+01:00,1,short,7.389666666666184
2025-03-31 07:48:00+01:00,1,short,8.113666666667019
2025-03-31 07:49:00+01:00,1,short,8.309333333333946
2025-03-31 07:50:00+01:00,1,short,8.40933333333238
2025-03-31 07:52:00+01:00,1,short,7.358666666665847
2025-03-31 08:17:00+01:00,1,long,3.0799999999997496
2025-03-31 08:25:00+01:00,1,long,9.25100000000012
2025-03-31 08:28:00+01:00,1,long,9.053999999999451
2025-03-31 08:33:00+01:00,1,long,6.675666666665636
2025-03-31 09:01:00+01:00,1,short,7.012666666667
2025-03-31 09:02:00+01:00,1,short,6.649333333332841
2025-03-31 09:03:00+01:00,1,short,6.297333333332711
2025-03-31 09:04:00+01:00,1,short,6.680666666666335
2025-03-31 09:05:00+01:00,1,short,7.267333333332848
2025-03-31 09:06:00+01:00,1,short,5.8756666666670565
2025-03-31 09:09:00+01:00,1,short,7.508999999999988
2025-03-31 09:24:00+01:00,1,long,8.391333333332973
2025-03-31 09:30:00+01:00,1,long,8.656666666666535
2025-03-31 11:25:00+01:00,1,long,9.470000000000312
2025-03-31 11:40:00+01:00,1,long,10.15333333333368
2025-03-31 12:50:00+01:00,1,long,10.243333333332938
2025-03-31 14:17:00+01:00,1,short,6.519999999999859
2025-03-31 14:18:00+01:00,1,short,6.08000000000164
2025-03-31 14:50:00+01:00,1,long,7.763333333333788
2025-03-31 15:15:00+01:00,1,long,9.150000000001102
2025-03-31 16:01:00+01:00,1,short,6.2833333333334185
2025-03-31 16:11:00+01:00,1,short,6.47666666666602
